Filght_date,Flight_ID,Departure point,Arrival point,Scheduled_departure_time,Scheduled_arrival_time,STATUS,Aircraft_code,Arrival delay
2017-05-18,TU 0705 ,TUN,CMN,2017-05-18 16:00:00,2017-05-18 18.40.00,ATA,QS 738TSC,33.0
2017-05-18,TU 0857 ,MXP,TUN,2017-05-18 16:35:00,2017-05-18 18.25.00,ATA,TU 32AIMN,155.0
2017-05-18,TU 0441 ,ORY,MIR,2017-05-18 15:10:00,2017-05-18 17.45.00,ATA,TU 736IOL,59.0
2017-05-19,TU 0914 ,MED,TUN,2017-05-19 00:30:00,2017-05-19 05.10.00,ATA,TU 320IMT,221.0
2017-05-18,TU 0694 ,DJE,MRS,2017-05-18 14:50:00,2017-05-18 16.50.00,ATA,TU 736IOP,0.0
2017-05-18,TU 0251 ,NCE,MIR,2017-05-18 14:30:00,2017-05-18 16.10.00,ATA,TU 736IOR,10.0
2017-05-19,TU 0564 ,NKC,TUN,2017-05-19 00:30:00,2017-05-19 04.45.00,ATA,TU 32AIMG,161.0
2017-05-18,TU 9001 ,MIR,TUN,2017-05-18 19:20:00,2017-05-18 19.55.00,ATA,TU 736IOL,0.0
2017-05-19,TU 9034 ,TUN,DJE,2017-05-19 04:25:00,2017-05-19 05.15.00,ATA,TU 32AIMN,0.0
2017-05-19,TU 0930 ,TUN,MRS,2017-05-19 06:25:00,2017-05-19 08.00.00,ATA,TU 32AIMM,0.0
2017-05-19,TU 0648 ,DJE,FRA,2017-05-19 13:10:00,2017-05-19 16.10.00,ATA,TU 736IOP,22.0
2017-05-19,TU 0903 ,MRS,TUN,2017-05-19 13:50:00,2017-05-19 15.25.00,ATA,TU 32AIMM,0.0
2017-05-19,TU 0440 ,DJE,ORY,2017-05-19 13:20:00,2017-05-19 16.05.00,ATA,TU 736IOR,35.0
2017-05-19,TU 0721 ,ORY,TUN,2017-05-19 15:55:00,2017-05-19 18.20.00,ATA,TU 320IMW,145.0
2017-05-19,TU 0374 ,TUN,ALG,2017-05-19 13:50:00,2017-05-19 15.10.00,ATA,TU 332IFN,41.0
2017-05-19,TU 0853 ,FCO,TUN,2017-05-19 15:15:00,2017-05-19 16.30.00,ATA,TU 320IMR,239.0
2017-05-19,TU 6033 ,TUN,SFA,2017-05-19 19:25:00,2017-05-19 20.10.00,ATA,TU 320IMR,71.0
2017-05-19,TU 0701 ,GVA,TUN,2017-05-19 16:10:00,2017-05-19 18.05.00,ATA,TU 31BIMQ,134.0
2017-05-19,TU 0247 ,SXB,TUN,2017-05-19 16:20:00,2017-05-19 18.35.00,ATA,TU 736IOQ,60.0
2017-05-19,TU 0649 ,FRA,DJE,2017-05-19 17:00:00,2017-05-19 19.50.00,ATA,TU 736IOP,22.0
2017-05-19,TU 0607 ,MAD,TUN,2017-05-19 17:25:00,2017-05-19 19.30.00,ATA,TU 736IOL,55.0
2017-05-20,TU 0714 ,JED,TUN,2017-05-20 01:45:00,2017-05-20 06.40.00,ATA,TU 332IFN,40.0
2017-05-20,TU 9003 ,DJE,MIR,2017-05-20 03:30:00,2017-05-20 04.10.00,ATA,TU 31AIMJ,329.0
2017-05-20,TU 0668 ,MIR,BRU,2017-05-20 06:10:00,2017-05-20 08.55.00,ATA,TU 32AIMD,216.0
2017-05-20,TU 6034 ,JED,TUN,2017-05-20 02:20:00,2017-05-20 07.20.00,ATA,TU 320IMR,90.0
2017-05-20,TU 9011 ,MIR,NBE,2017-05-20 04:10:00,2017-05-20 04.30.00,ATA,TU 736IOR,0.0
2017-05-20,TU 0996 ,TUN,NCE,2017-05-20 07:50:00,2017-05-20 09.20.00,ATA,TU 32AIMM,126.0
2017-05-20,TU 0752 ,TUN,FCO,2017-05-20 08:20:00,2017-05-20 09.40.00,ATA,BJ 320INQ,25.0
2017-05-20,TU 0753 ,FCO,TUN,2017-05-20 10:45:00,2017-05-20 12.00.00,ATA,BJ 320INQ,40.0
2017-05-20,TU 0250 ,MIR,NCE,2017-05-20 12:00:00,2017-05-20 13.40.00,ATA,TU 32AIMH,0.0
2017-05-21,TU 0432 ,DJE,CDG,2017-05-21 15:10:00,2017-05-21 18.00.00,ATA,TU 736IOP,250.0
2017-05-21,TU 0695 ,MRS,DJE,2017-05-21 15:15:00,2017-05-21 17.15.00,ATA,TU 736IOP,0.0
2017-05-21,TU 0433 ,CDG,DJE,2017-05-21 19:10:00,2017-05-21 22.05.00,ATA,TU 736IOP,255.0
2017-05-20,TU 0216 ,TUN,IST,2017-05-20 15:55:00,2017-05-20 18.30.00,ATA,TU 32AIMN,249.0
2017-05-20,TU 0610 ,TUN,CZL,2017-05-20 12:10:00,2017-05-20 13.00.00,ATA,TU 736IOL,24.0
2017-05-20,TU 6019 ,SFA,MED,2017-05-20 17:15:00,2017-05-20 21.15.00,ATA,TU 320IMR,33.0
2017-05-20,TU 0757 ,MXP,TUN,2017-05-20 12:10:00,2017-05-20 14.05.00,ATA,TU 320IMR,52.0
2017-05-20,TU 0903 ,MRS,TUN,2017-05-20 13:50:00,2017-05-20 15.25.00,ATA,TU 320IMV,158.0
2017-01-01,TU 0714A,JED,TUN,2017-01-01 00:55:00,2017-01-01 06.10.00,ATA,TU 332IFN,1800.0
2017-01-01,TU 0216 ,TUN,IST,2017-01-01 16:00:00,2017-01-01 18.35.00,ATA,TU 32AIMG,390.0
2017-01-01,TU 0217 ,IST,TUN,2017-01-01 20:10:00,2017-01-01 22.55.00,ATA,TU 32AIMG,406.0
2017-01-01,TU 0752 ,TUN,FCO,2017-01-01 08:20:00,2017-01-01 09.45.00,ATA,TU 31BIMO,38.0
2017-01-01,TU 0700 ,TUN,GVA,2017-01-01 12:40:00,2017-01-01 14.35.00,ATA,TU 32AIMG,145.0
2017-01-01,TU 0282 ,TUN,TLS,2017-01-01 13:40:00,2017-01-01 15.35.00,ATA,TU 736IOK,54.0
2017-01-01,TU 0209 ,NTE,TUN,2017-01-01 10:30:00,2017-01-01 12.50.00,ATA,TU 736IOK,15.0
2017-01-02,TU 0564 ,NKC,TUN,2017-01-02 00:35:00,2017-01-02 04.50.00,ATA,TU 31BIMO,213.0
2017-01-01,TU 0563 ,TUN,NKC,2017-01-01 18:50:00,2017-01-01 23.45.00,ATA,TU 31BIMO,320.0
2017-01-01,TU 0999 ,NCE,TUN,2017-01-01 16:35:00,2017-01-01 18.10.00,ATA,TU 32AIMP,6.0
2017-01-01,TU 8047 ,TUN,BEY,2017-01-01 16:20:00,2017-01-01 19.35.00,ATA,TU 32AIMM,78.0
2017-01-01,TU 0717 ,ORY,TUN,2017-01-01 10:50:00,2017-01-01 13.15.00,ATA,TU 320IMR,145.0
2017-01-01,TU 0998 ,TUN,NCE,2017-01-01 14:15:00,2017-01-01 15.45.00,ATA,TU 32AIMP,30.0
2017-01-01,TU 8048 ,BEY,TUN,2017-01-01 20:25:00,2017-01-02 00.00.00,ATA,TU 32AIMM,127.0
2017-01-01,TU 9177 ,DJE,TUN,2017-01-01 21:00:00,2017-01-01 21.50.00,ATA,TU 31AIMJ,0.0
2017-01-01,TU 0613 ,DKR,BKO,2017-01-01 23:00:00,2017-01-02 00.40.00,ATA,TU 320IMU,66.0
2017-01-02,TU 0613 ,BKO,TUN,2017-01-02 01:40:00,2017-01-02 06.15.00,ATA,TU 320IMU,40.0
2017-01-01,TU 0481 ,NTE,DJE,2017-01-01 17:50:00,2017-01-01 20.35.00,ATA,TU 31AIMK,1550.0
2017-01-03,TU 0725 ,ORY,TUN,2017-01-03 08:00:00,2017-01-03 10.25.00,ATA,TU 32AIMM,25.0
2017-01-03,TU 0716 ,TUN,ORY,2017-01-03 07:35:00,2017-01-03 09.50.00,ATA,TU 332IFM,39.0
2017-01-03,TU 0996 ,TUN,NCE,2017-01-03 07:50:00,2017-01-03 09.20.00,ATA,TU 320IMU,25.0
2017-01-03,TU 0788 ,TUN,BRU,2017-01-03 08:00:00,2017-01-03 10.35.00,ATA,TU 32AIMD,20.0
2017-01-11,TU 0717 ,ORY,TUN,2017-01-11 10:50:00,2017-01-11 13.15.00,ATA,TU 32AIMF,34.0
2017-01-11,TU 0745 ,FRA,TUN,2017-01-11 10:30:00,2017-01-11 12.55.00,ATA,TU 32AIMG,45.0
2017-01-11,TU 0543 ,MUC,TUN,2017-01-11 10:50:00,2017-01-11 13.00.00,ATA,TU 32AIMH,30.0
2017-01-12,TU 0363 ,BLQ,TUN,2017-01-12 11:00:00,2017-01-12 12.35.00,ATA,TU 320IMT,37.0
2017-01-12,TU 0374 ,TUN,ALG,2017-01-12 13:30:00,2017-01-12 14.45.00,ATA,TU 320IMT,20.0
2017-01-12,TU 0250 ,MIR,NCE,2017-01-12 11:50:00,2017-01-12 13.35.00,ATA,TU 736IOK,0.0
2017-01-12,TU 0695 ,MIR,DJE,2017-01-12 12:45:00,2017-01-12 13.30.00,ATA,TU 31AIMK,0.0
2017-01-12,TU 0852 ,TUN,FCO,2017-01-12 12:50:00,2017-01-12 14.15.00,ATA,TU 32AIMG,15.0
2017-01-12,TU 0643 ,VIE,TUN,2017-01-12 16:45:00,2017-01-12 18.55.00,ATA,TU 32AIMM,0.0
2017-01-12,TU 0441 ,ORY,MIR,2017-01-12 17:35:00,2017-01-12 20.10.00,ATA,TU 736ION,15.0
2017-01-13,TU 0756 ,TUN,MXP,2017-01-13 08:35:00,2017-01-13 10.20.00,ATA,TU 32AIMI,0.0
2017-01-13,TU 0745 ,FRA,TUN,2017-01-13 10:30:00,2017-01-13 12.55.00,ATA,TU 320IMU,50.0
2017-01-13,TU 0717 ,ORY,TUN,2017-01-13 10:50:00,2017-01-13 13.15.00,ATA,TU 32AIMP,40.0
2017-01-13,TU 0283 ,TLS,TUN,2017-01-13 10:15:00,2017-01-13 12.10.00,ATA,TU 32AIMH,8.0
2017-01-13,TU 0473 ,VCE,TUN,2017-01-13 10:30:00,2017-01-13 12.15.00,ATA,TU 320IMS,0.0
2017-01-13,TU 0718 ,TUN,ORY,2017-01-13 10:05:00,2017-01-13 12.25.00,ATA,TU 332IFN,28.0
2017-01-13,TU 0246 ,TUN,SXB,2017-01-13 15:25:00,2017-01-13 17.45.00,ATA,TU 31AIMK,66.0
2017-01-13,TU 0628 ,TUN,BOD,2017-01-13 15:25:00,2017-01-13 17.35.00,ATA,TU 736IOP,55.0
2017-01-13,TU 0719 ,ORY,TUN,2017-01-13 13:55:00,2017-01-13 16.20.00,ATA,TU 332IFN,70.0
2017-01-14,TU 0613 ,BKO,TUN,2017-01-14 01:40:00,2017-01-14 06.15.00,ATA,TU 320IMU,103.0
2017-01-15,TU 6016 ,JED,TUN,2017-01-15 01:30:00,2017-01-15 06.30.00,ATA,TU 320IMR,0.0
2017-01-15,TU 6022 ,MED,TUN,2017-01-15 03:25:00,2017-01-15 08.05.00,ATA,TU 320IMW,0.0
2017-01-15,TU 9001 ,DJE,TUN,2017-01-15 06:20:00,2017-01-15 07.10.00,ATA,TU 32AIMM,0.0
2017-01-15,TU 0208 ,TUN,NTE,2017-01-15 07:15:00,2017-01-15 09.40.00,ATA,TU 31BIMO,12.0
2017-01-15,TU 0744 ,TUN,FRA,2017-01-15 07:05:00,2017-01-15 09.40.00,ATA,TU 32AIMP,22.0
2017-01-15,TU 0930 ,TUN,MRS,2017-01-15 07:25:00,2017-01-15 09.00.00,ATA,TU 320IMS,13.0
2017-01-15,TU 0847 ,TUN,BEY,2017-01-15 07:30:00,2017-01-15 10.45.00,ATA,TU 320IMU,14.0
2017-01-15,TU 0725 ,ORY,TUN,2017-01-15 08:00:00,2017-01-15 10.25.00,ATA,TU 32AIMF,67.0
2017-01-15,TU 0694 ,DJE,MRS,2017-01-15 07:50:00,2017-01-15 09.50.00,ATA,TU 31AIMK,8.0
2017-01-15,TU 0996 ,TUN,NCE,2017-01-15 07:50:00,2017-01-15 09.20.00,ATA,TU 32AIMH,38.0
2017-01-15,TU 0788 ,TUN,BRU,2017-01-15 08:00:00,2017-01-15 10.35.00,ATA,TU 32AIMM,30.0
2017-01-15,TU 0750 ,TUN,LYS,2017-01-15 08:00:00,2017-01-15 09.50.00,ATA,TU 32AIMG,33.0
2017-01-15,TU 0752 ,TUN,FCO,2017-01-15 08:20:00,2017-01-15 09.45.00,ATA,TU 31BIMQ,14.0
2017-01-15,TU 0756 ,TUN,MXP,2017-01-15 08:35:00,2017-01-15 10.20.00,ATA,TU 32AIMD,9.0
2017-01-16,TU 0751 ,LYS,TUN,2017-01-16 10:40:00,2017-01-16 12.35.00,ATA,TU 320IMR,55.0
2017-01-16,TU 0753 ,FCO,TUN,2017-01-16 10:45:00,2017-01-16 12.00.00,ATA,TU 32AIMP,22.0
2017-01-16,TU 0791 ,LGW,TUN,2017-01-16 10:40:00,2017-01-16 13.30.00,ATA,TU 32AIMF,37.0
2017-01-16,TU 0363 ,BLQ,TUN,2017-01-16 11:00:00,2017-01-16 12.35.00,ATA,TU 320IMW,20.0
2017-01-16,TU 0757 ,MXP,TUN,2017-01-16 11:15:00,2017-01-16 13.10.00,ATA,TU 31BIMQ,10.0
2017-01-16,TU 0856 ,TUN,MXP,2017-01-16 13:30:00,2017-01-16 15.15.00,ATA,TU 32AIMH,0.0
2017-01-16,TU 0902 ,TUN,MRS,2017-01-16 13:25:00,2017-01-16 15.05.00,ATA,TU 320IMW,47.0
2017-01-16,TU 0628 ,TUN,TLS,2017-01-16 14:00:00,2017-01-16 15.55.00,ATA,TU 32AIMI,17.0
2017-01-16,TU 0606 ,TUN,MAD,2017-01-16 14:15:00,2017-01-16 16.20.00,ATA,TU 31BIMQ,0.0
2017-01-16,TU 0719 ,ORY,TUN,2017-01-16 14:55:00,2017-01-16 17.20.00,ATA,TU 320IMV,30.0
2017-01-16,TU 0251 ,NCE,MIR,2017-01-16 14:25:00,2017-01-16 16.10.00,ATA,TU 736ION,24.0
2017-01-16,TU 0589 ,LYS,MIR,2017-01-16 18:40:00,2017-01-16 20.45.00,ATA,TU 736IOP,50.0
2017-01-16,TU 0588 ,MIR,LYS,2017-01-16 15:50:00,2017-01-16 17.55.00,ATA,TU 736IOP,33.0
2017-01-16,TU 0589 ,MIR,DJE,2017-01-16 21:30:00,2017-01-16 22.15.00,ATA,TU 736IOP,18.0
2017-01-16,TU 0722 ,TUN,ORY,2017-01-16 15:10:00,2017-01-16 17.30.00,ATA,TU 32AIMP,13.0
2017-01-16,TU 0903 ,MRS,TUN,2017-01-16 15:55:00,2017-01-16 17.30.00,ATA,TU 320IMW,35.0
2017-01-18,TU 0931 ,MRS,TUN,2017-01-18 09:50:00,2017-01-18 11.25.00,ATA,TU 320IMU,10.0
2017-01-18,TU 0635 ,ORY,DJE,2017-01-18 10:15:00,2017-01-18 13.05.00,ATA,TU 32AIMG,20.0
2017-01-18,TU 0607 ,MAD,TUN,2017-01-18 10:10:00,2017-01-18 12.20.00,ATA,TU 31BIMQ,15.0
2017-01-18,TU 0717 ,ORY,TUN,2017-01-18 10:50:00,2017-01-18 13.15.00,ATA,TU 32AIML,25.0
2017-01-18,TU 0399 ,TUN,ABJ,2017-01-18 16:30:00,2017-01-18 21.50.00,ATA,TU 320IMR,0.0
2017-01-18,TU 8570 ,TUN,MLA,2017-01-18 16:30:00,2017-01-18 17.25.00,ATA,TU 32AIMI,0.0
2017-01-18,TU 0913 ,TUN,MED,2017-01-18 20:05:00,2017-01-19 00.05.00,ATA,TU 320IMS,11.0
2017-01-21,TU 6499 ,MUC,NBE,2017-01-21 09:20:00,2017-01-21 11.35.00,ATA,TU 32AIML,29.0
2017-01-21,TU 0931 ,MRS,TUN,2017-01-21 09:50:00,2017-01-21 11.25.00,ATA,TU 320IMV,0.0
2017-01-21,TU 0541 ,DUS,NBE,2017-01-21 10:00:00,2017-01-21 12.45.00,ATA,TU 736IOQ,0.0
2017-01-21,TU 0282 ,TUN,TLS,2017-01-21 13:40:00,2017-01-21 15.35.00,ATA,TU 736IOQ,109.0
2017-01-21,TU 0283 ,TLS,TUN,2017-01-21 16:25:00,2017-01-21 18.15.00,ATA,TU 736IOQ,110.0
2017-01-21,TU 0701 ,GVA,TUN,2017-01-21 10:20:00,2017-01-21 12.15.00,ATA,TU 320IMR,0.0
2017-01-21,TU 0539 ,DUS,DJE,2017-01-21 10:20:00,2017-01-21 13.25.00,ATA,TU 32AIMM,0.0
2017-01-21,TU 0727 ,BRU,MIR,2017-01-21 10:15:00,2017-01-21 13.05.00,ATA,TU 32AIMG,7.0
2017-01-21,TU 0602 ,TUN,ZRH,2017-01-21 14:30:00,2017-01-21 16.35.00,ATA,TU 31AIMK,259.0
2017-01-21,TU 0215 ,IST,TUN,2017-01-21 09:55:00,2017-01-21 12.40.00,ATA,TU 32AIMF,57.0
2017-01-22,TU 0852 ,TUN,FCO,2017-01-22 12:50:00,2017-01-22 14.15.00,ATA,TU 31BIMQ,144.0
2017-01-22,TU 0282 ,TUN,TLS,2017-01-22 13:40:00,2017-01-22 15.35.00,ATA,TU 736IOQ,146.0
2017-01-22,UG 1314 ,SFA,CDG,2017-01-22 13:15:00,2017-01-22 16.00.00,ATA,TU CR9ISA,10.0
2017-01-22,TU 0216 ,TUN,IST,2017-01-22 16:00:00,2017-01-22 18.35.00,ATA,TU 32AIMH,248.0
2017-01-22,TU 0515 ,BCN,TUN,2017-01-22 16:20:00,2017-01-22 17.55.00,ATA,TU 32AIMF,83.0
2017-01-22,TU 0440 ,MIR,ORY,2017-01-22 13:40:00,2017-01-22 16.10.00,ATA,TU 736IOK,0.0
2017-01-22,TU 0374 ,TUN,ALG,2017-01-22 13:30:00,2017-01-22 14.45.00,ATA,TU 32AIMH,30.0
2017-01-22,TU 0719 ,ORY,TUN,2017-01-22 13:25:00,2017-01-22 15.50.00,ATA,TU 320IMT,26.0
2017-01-23,TU 0719 ,ORY,TUN,2017-01-23 14:55:00,2017-01-23 17.20.00,ATA,TU 32AIMD,44.0
2017-01-24,TU 0813 ,TUN,CAI,2017-01-24 07:05:00,2017-01-24 10.10.00,ATA,TU 320IMR,0.0
2017-01-24,TU 5515 ,TUN,JED,2017-01-24 22:00:00,2017-01-25 02.25.00,ATA,TU 320IMW,0.0
2017-01-24,TU 0397 ,ABJ,TUN,2017-01-24 22:40:00,2017-01-25 03.50.00,ATA,TU 31BIMQ,53.0
2017-01-25,TU 0514 ,TUN,BCN,2017-01-25 07:15:00,2017-01-25 09.00.00,ATA,TU 32AIMI,13.0
2017-01-25,TU 0716 ,TUN,ORY,2017-01-25 07:35:00,2017-01-25 09.50.00,ATA,TU 32AIMF,9.0
2017-01-25,TU 0542 ,TUN,MUC,2017-01-25 07:45:00,2017-01-25 10.00.00,ATA,TU 736IOQ,5.0
2017-01-25,TU 0750 ,TUN,LYS,2017-01-25 08:00:00,2017-01-25 09.50.00,ATA,TU 320IMS,0.0
2017-01-25,TU 0752 ,TUN,FCO,2017-01-25 08:20:00,2017-01-25 09.45.00,ATA,TU 31BIMO,5.0
2017-01-25,TU 0756 ,TUN,MXP,2017-01-25 08:35:00,2017-01-25 10.20.00,ATA,TU 32AIMG,6.0
2017-01-25,TU 0931 ,MRS,TUN,2017-01-25 09:50:00,2017-01-25 11.25.00,ATA,TU 320IMT,0.0
2017-01-25,TU 0515 ,BCN,TUN,2017-01-25 09:50:00,2017-01-25 11.25.00,ATA,TU 32AIMI,4.0
2017-01-25,TU 0543 ,MUC,TUN,2017-01-25 10:50:00,2017-01-25 13.00.00,ATA,TU 736IOQ,0.0
2017-01-25,TU 0527 ,DUS,TUN,2017-01-25 11:55:00,2017-01-25 14.35.00,ATA,TU 736ION,5.0
2017-01-29,TU 6023 ,TUN,JED,2017-01-29 19:00:00,2017-01-29 23.25.00,ATA,TU 320IMU,25.0
2017-01-29,TU 6025 ,TUN,SFA,2017-01-29 19:40:00,2017-01-29 20.25.00,ATA,TU 320IMV,20.0
2017-01-29,TU 0217 ,IST,TUN,2017-01-29 20:10:00,2017-01-29 22.55.00,ATA,TU 32AIMP,0.0
2017-01-29,TU 9081 ,DJE,TUN,2017-01-29 20:40:00,2017-01-29 21.30.00,ATA,TU 736IOK,0.0
2017-01-29,TU 6025 ,SFA,MED,2017-01-29 21:15:00,2017-01-30 01.15.00,ATA,TU 320IMV,5.0
2017-01-29,TU 0397 ,ABJ,OUA,2017-01-29 22:40:00,2017-01-30 00.05.00,ATA,TU 320IMT,7.0
2017-01-05,TU 0752 ,TUN,FCO,2017-01-05 08:20:00,2017-01-05 09.45.00,ATA,TU 31BIMO,0.0
2017-01-05,TU 0338 ,TUN,ALG,2017-01-05 08:05:00,2017-01-05 09.15.00,ATA,TU 32AIMG,37.0
2017-01-05,TU 0463 ,LYS,MIR,2017-01-05 08:55:00,2017-01-05 11.00.00,ATA,TU 736IOP,5.0
2017-01-05,TU 0362 ,TUN,BLQ,2017-01-05 08:30:00,2017-01-05 10.10.00,ATA,TU 32AIMM,0.0
2017-01-05,TU 0756 ,TUN,MXP,2017-01-05 08:35:00,2017-01-05 10.20.00,ATA,TU 320IMW,35.0
2017-01-11,TU 0753 ,FCO,TUN,2017-01-11 10:45:00,2017-01-11 12.00.00,ATA,TU 320IMS,0.0
2017-05-20,TU 0484 ,DJE,ZRH,2017-05-20 12:35:00,2017-05-20 15.00.00,ATA,TU 736IOM,125.0
2017-05-20,TU 0734 ,DJE,ORY,2017-05-20 13:30:00,2017-05-20 16.15.00,ATA,TU 736IOP,25.0
2017-05-20,TU 6021 ,TUN,MED,2017-05-20 22:15:00,2017-05-21 02.15.00,ATA,TU 320IMV,72.0
2017-05-20,TU 5525 ,TUN,MED,2017-05-20 21:15:00,2017-05-21 01.15.00,ATA,TU 320IMT,107.0
2017-05-20,TU 0850 ,TUN,LYS,2017-05-20 14:00:00,2017-05-20 15.50.00,ATA,TU 31BIMQ,0.0
2017-05-20,TU 0217 ,IST,TUN,2017-05-20 19:35:00,2017-05-20 22.25.00,ATA,TU 32AIMN,249.0
2017-05-20,TU 0214 ,TUN,IST,2017-05-20 19:55:00,2017-05-20 22.30.00,ATA,TU 32AIMM,31.0
2017-05-20,TU 0215 ,IST,TUN,2017-05-20 23:20:00,2017-05-21 02.10.00,ATA,TU 32AIMM,40.0
2017-05-21,TU 0791 ,LHR,TUN,2017-05-21 16:55:00,2017-05-21 19.50.00,ATA,TU 32AIMN,0.0
2017-05-22,TU 0714 ,JED,TUN,2017-05-22 01:45:00,2017-05-22 06.40.00,ATA,TU 332IFN,10.0
2017-05-22,TU 0397 ,OUA,TUN,2017-05-22 00:55:00,2017-05-22 05.10.00,ATA,TU 320IMU,15.0
2017-05-22,TU 0613 ,BKO,TUN,2017-05-22 01:00:00,2017-05-22 05.40.00,ATA,TU 320IMV,45.0
2017-05-22,TU 6024 ,JED,TUN,2017-05-22 02:20:00,2017-05-22 07.20.00,ATA,TU 320IMW,65.0
2017-05-22,TU 0635 ,ORY,DJE,2017-05-22 09:50:00,2017-05-22 12.35.00,ATA,TU 736IOP,119.0
2017-05-22,TU 0788 ,TUN,BRU,2017-05-22 07:30:00,2017-05-22 10.05.00,ATA,TU 32AIMP,9.0
2017-05-22,TU 9004 ,MIR,DJE,2017-05-22 19:40:00,2017-05-22 20.20.00,ATA,TU 31AIMJ,0.0
2017-05-22,TU 0750 ,TUN,LYS,2017-05-22 08:00:00,2017-05-22 09.50.00,ATA,TU 32AIML,213.0
2017-05-22,TU 0338 ,TUN,ALG,2017-05-22 08:10:00,2017-05-22 09.30.00,ATA,TU 320IMV,7.0
2017-05-22,TU 0752 ,TUN,FCO,2017-05-22 08:20:00,2017-05-22 09.45.00,ATA,TU 320IMU,11.0
2017-05-22,TU 0717 ,ORY,TUN,2017-05-22 09:20:00,2017-05-22 11.45.00,ATA,TU 32AIMG,48.0
2017-05-22,TU 0362 ,TUN,BLQ,2017-05-22 08:25:00,2017-05-22 10.10.00,ATA,TU 736IOQ,13.0
2017-05-22,TU 0463 ,LYS,MIR,2017-05-22 08:55:00,2017-05-22 11.00.00,ATA,TU 736IOR,20.0
2017-05-22,TU 0931 ,MRS,TUN,2017-05-22 08:50:00,2017-05-22 10.25.00,ATA,TU 32AIMD,6.0
2017-05-22,TU 0708 ,TUN,ORN,2017-05-22 08:15:00,2017-05-22 10.00.00,ATA,QS 738TSC,45.0
2017-05-22,TU 0515 ,BCN,TUN,2017-05-22 11:40:00,2017-05-22 13.15.00,ATA,TU 320IMW,40.0
2017-05-22,TU 0514 ,TUN,BCN,2017-05-22 09:00:00,2017-05-22 10.45.00,ATA,TU 320IMW,48.0
2017-05-22,TU 0555 ,SXB,DJE,2017-05-22 10:00:00,2017-05-22 12.40.00,ATA,TU 736IOM,0.0
2017-05-22,TU 0701 ,GVA,TUN,2017-05-22 11:00:00,2017-05-22 12.55.00,ATA,TU 320IMT,120.0
2017-05-22,TU 0734 ,DJE,ORY,2017-05-22 13:30:00,2017-05-22 16.15.00,ATA,TU 736IOM,0.0
2017-05-22,TU 0282 ,TUN,TLS,2017-05-22 13:20:00,2017-05-22 15.15.00,ATA,TU 32AIMG,19.0
2017-05-22,TU 0526 ,TUN,DUS,2017-05-22 13:45:00,2017-05-22 16.30.00,ATA,TU 320IMR,0.0
2017-05-22,TU 0246 ,TUN,SXB,2017-05-22 13:10:00,2017-05-22 15.30.00,ATA,TU 736IOL,48.0
2017-05-22,TU 0606 ,TUN,MAD,2017-05-22 14:15:00,2017-05-22 16.20.00,ATA,TU 31BIMQ,0.0
2017-05-22,TU 0722 ,TUN,ORY,2017-05-22 14:30:00,2017-05-22 16.50.00,ATA,TU 32AIMP,14.0
2017-05-22,TU 0318 ,TUN,LIS,2017-05-22 14:40:00,2017-05-22 17.35.00,ATA,TU 736IOQ,17.0
2017-05-22,TU 0841 ,TUN,DKR,2017-05-22 16:10:00,2017-05-22 21.30.00,ATA,TU 320IMU,16.0
2017-05-22,TU 0216 ,TUN,IST,2017-05-22 15:55:00,2017-05-22 18.30.00,ATA,TU 32AIMM,42.0
2017-05-22,TU 0791 ,LGW,TUN,2017-05-22 16:00:00,2017-05-22 18.50.00,ATA,TU 32AIMN,50.0
2017-05-22,TU 0399 ,TUN,ABJ,2017-05-22 16:20:00,2017-05-22 21.40.00,ATA,TU 320IMW,36.0
2017-05-23,TU 0668 ,MIR,BRU,2017-05-23 07:25:00,2017-05-23 10.05.00,ATA,TU 31AIMJ,0.0
2017-05-23,TU 0634 ,TOE,ORY,2017-05-23 07:40:00,2017-05-23 10.25.00,ATA,TU 736IOP,0.0
2017-05-23,TU 0788 ,TUN,BRU,2017-05-23 07:30:00,2017-05-23 10.05.00,ATA,TU 320IMU,0.0
2017-05-23,TU 0814 ,CAI,TUN,2017-05-23 10:55:00,2017-05-23 14.10.00,ATA,TU 32AIMN,110.0
2017-05-23,TU 0756 ,TUN,MXP,2017-05-23 08:35:00,2017-05-23 10.20.00,ATA,TU 32AIML,0.0
2017-05-23,TU 0752 ,TUN,FCO,2017-05-23 08:20:00,2017-05-23 09.45.00,ATA,TU 32AIMM,22.0
2017-05-23,TU 0717 ,ORY,TUN,2017-05-23 09:20:00,2017-05-23 11.45.00,ATA,TU 320IMR,25.0
2017-05-23,TU 0635 ,TOE,DJE,2017-05-23 14:50:00,2017-05-23 15.35.00,ATA,TU 736IOP,0.0
2017-05-23,TU 0610 ,TUN,CZL,2017-05-23 15:00:00,2017-05-23 15.50.00,ATA,TU 736IOL,6.0
2017-05-23,TU 0397 ,TUN,OUA,2017-05-23 15:05:00,2017-05-23 19.25.00,ATA,TU 31BIMQ,64.0
2017-05-23,TU 0613 ,BKO,DKR,2017-05-23 19:50:00,2017-05-23 21.30.00,ATA,TU 320IMV,60.0
2017-05-23,TU 0216 ,TUN,IST,2017-05-23 15:55:00,2017-05-23 18.30.00,ATA,TU 320IMU,10.0
